,hanzi,pinyin,translation,ipa,valid_ipa,dolgo,custom_alphabet_5,custom_alphabet_10,custom_alphabet_15,custom_alphabet_20
1193,最好,zuì hǎo,best,tsweɪxɑʊ,True,TTRVVKVV,BBDAAEAD,CIFDHEDH,GGDMBEFB,RFQLLEGO
1194,最后,zuì hòu,final,tsweɪxoʊ,True,TTRVVKVV,BBDAAEDD,CIFDHEAH,GGDMBEIB,RFQLLEBO
1195,尊重,zūn zhòng,to esteem,tswənʈʂʊŋ,True,TTRVNTTVN,BBDACBBDE,CIFACIIHE,GGDBKGOBN,RFQLARFOP
1196,做生意,zuò shēng yì,to do business,tswɔʂɤŋi,True,TTRVTVNV,BBDABAEA,CIFAIDEH,GGDIOINL,RFQBFBPS
1197,座,zuò,seat,tswɔ,True,TTRV,BBDA,CIFA,GGDI,RFQB
1198,座位,zuò wèi,seat,tswɔweɪ,True,TTRVRVV,BBDADAA,CIFAFDH,GGDIDMB,RFQBQLL
1199,作者,zuò zhě,author,tswɔʈʂɤ,True,TTRVTTV,BBDABBA,CIFAIID,GGDIGOI,RFQBRFB
1200,唉,āi,interjection or grunt of agreement,aɪ,True,VV,AA,DH,FB,GL
1201,爱护,ài hù,to cherish,aɪxu,True,VVKV,AAED,DHEF,FBED,GLEK
1202,爱惜,ài xī,to cherish,aɪɕi,True,VVKV,AABA,DHBH,FBOL,GLMS
1203,爱心,ài xīn,compassion,aɪɕin,True,VVKVN,AABAC,DHBHC,FBOLK,GLMSA
1204,安慰,ān wèi,to comfort,anweɪ,True,VNRVV,ACDAA,DCFDH,FKDMB,GAQLL
1205,安装,ān zhuāng,to install,anʈʂwɑŋ,True,VNTTRVN,ACBBDAE,DCIIFDE,FKGODFN,GARFQGP
1206,岸,àn,bank,an,True,VN,AC,DC,FK,GA
1207,把握,bǎ wò,to grasp (also fig.),pawɔ,True,PVRV,CADA,GDFA,CFDI,IGQB
1208,摆,bǎi,to arrange,paɪ,True,PVV,CAA,GDH,CFB,IGL
1209,班主任,bān zhǔ rèn,teacher in charge of a class,panʈʂuʐən,True,PVNTTVTVN,CACBBDBAC,GDCIIFIAC,CFKGODABK,IGARFKHLA
1210,办理,bàn lǐ,to handle,panli,True,PVNRV,CACBA,GDCCH,CFKJL,IGAJS
1211,棒,bàng,a stick,pɑŋ,True,PVN,CAE,GDE,CFN,IGP
1212,傍晚,bàng wǎn,in the evening,pɑŋwan,True,PVNRVN,CAEDAC,GDEFDC,CFNDFK,IGPQGA
1213,包裹,bāo guǒ,wrap up,pɑʊkwɔ,True,PVVKRV,CADEDA,GDHEFA,CFBEDI,IGOEQB
1214,包含,bāo hán,to contain,pɑʊxan,True,PVVKVN,CADEAC,GDHEDC,CFBEFK,IGOEGA
1215,包子,bāo zi,steamed stuffed bun,pɑʊtsɯ,True,PVVTTV,CADBBA,GDHCIH,CFBGGB,IGORFO
1216,薄,báo,thin,pɑʊ,True,PVV,CAD,GDH,CFB,IGO
1217,宝贝,bǎo bèi,treasured object,pɑʊpeɪ,True,PVVPVV,CADCAA,GDHGDH,CFBCMB,IGOILL
1218,宝贵,bǎo guì,valuable,pɑʊkweɪ,True,PVVKRVV,CADEDAA,GDHEFDH,CFBEDMB,IGOEQLL
1219,保持,bǎo chí,to keep,pɑʊʈʂʰɨ,True,PVVTTV,CADBBFA,GDHIIKH,CFBGOPL,IGORFUS
1220,保存,bǎo cún,to conserve,pɑʊtsʰwən,True,PVVTTRVN,CADBBFDAC,GDHCIKFAC,CFBGGPDBK,IGORFUQLA
1221,保留,bǎo liú,to retain,pɑʊljoʊ,True,PVVRRVV,CADBADD,GDHCHAH,CFBJLIB,IGOJCBO
1222,保险,bǎo xiǎn,insurance,pɑʊɕjɛn,True,PVVKRVN,CADBAAC,GDHBHAC,CFBOLMK,IGOMCLA
1223,报告,bào gào,to inform,pɑʊkɑʊ,True,PVVKVV,CADEAD,GDHEDH,CFBEFB,IGOEGO
1224,悲观,bēi guān,pessimistic,peɪkwan,True,PVVKRVN,CAAEDAC,GDHEFDC,CMBEDFK,ILLEQGA
1225,被子,bèi zi,quilt,peɪtsɯ,True,PVVTTV,CAABBA,GDHCIH,CMBGGB,ILLRFO
1226,背,bèi,the back of a body or object,peɪ,True,PVV,CAA,GDH,CMB,ILL
1227,背景,bèi jǐng,background,peɪtɕiŋ,True,PVVTKVN,CAABBAE,GDHCBHE,CMBGOLN,ILLRMSP
1228,本科,běn kē,undergraduate course,pənkʰɤ,True,PVNKV,CACEFA,GACEKD,CBKEPI,ILAEUB
1229,本领,běn lǐng,skill,pənliŋ,True,PVNRVN,CACBAE,GACCHE,CBKJLN,ILAJSP
1230,本质,běn zhì,essence,pənʈʂɨ,True,PVNTTV,CACBBA,GACIIH,CBKGOL,ILARFS
1231,比例,bǐ lì,proportion,pili,True,PVRV,CABA,GHCH,CLJL,ISJS
1232,比如,bǐ rú,for example,piʐu,True,PVTV,CABD,GHIF,CLAD,ISHK
1233,彼此,bǐ cǐ,each other,pitsʰɯ,True,PVTTV,CABBFA,GHCIKH,CLGGPB,ISRFUO
1234,必然,bì rán,inevitable,piʐan,True,PVTVN,CABAC,GHIDC,CLAFK,ISHGA
1235,必需,bì xū,to need,piɕy,True,PVKV,CABD,GHBF,CLOD,ISMK
1236,必要,bì yào,necessary,pijɑʊ,True,PVRVV,CAAAD,GHHDH,CLLFB,ISCGO
1237,毕竟,bì jìng,after all,pitɕiŋ,True,PVTKVN,CABBAE,GHCBHE,CLGOLN,ISRMSP
1238,避免,bì miǎn,to avert,pimjɛn,True,PVMRVN,CACAAC,GHGHAC,CLKLMK,ISICLA
1239,鞭炮,biān pào,firecrackers,pjɛnpʰɑʊ,True,PRVNPVV,CAACCFAD,GHACGKDH,CLMKCPFB,ICLAIUGO
1240,编辑,biān jí,to edit,pjɛntɕi,True,PRVNTKV,CAACBBA,GHACCBH,CLMKGOL,ICLARMS
1241,便,biàn,ordinary,pjɛn,True,PRVN,CAAC,GHAC,CLMK,ICLA
1242,辩论,biàn lùn,debate,pjɛnlwən,True,PRVNRRVN,CAACBDAC,GHACCFAC,CLMKJDBK,ICLAJQLA
1243,标点,biāo diǎn,punctuation,pjɑʊtjɛn,True,PRVVTRVN,CAADBAAC,GHDHCHAC,CLFBGLMK,ICGORCLA
1244,标志,biāo zhì,sign,pjɑʊʈʂɨ,True,PRVVTTV,CAADBBA,GHDHIIH,CLFBGOL,ICGORFS
1245,表面,biǎo miàn,surface,pjɑʊmjɛn,True,PRVVMRVN,CAADCAAC,GHDHGHAC,CLFBKLMK,ICGOICLA
1246,表明,biǎo míng,to make clear,pjɑʊmiŋ,True,PRVVMVN,CAADCAE,GHDHGHE,CLFBKLN,ICGOISP
1247,表情,biǎo qíng,(facial) expression,pjɑʊtɕʰiŋ,True,PRVVTKVN,CAADBBFAE,GHDHCBKHE,CLFBGOPLN,ICGORMUSP
1248,表现,biǎo xiàn,to show,pjɑʊɕjɛn,True,PRVVKRVN,CAADBAAC,GHDHBHAC,CLFBOLMK,ICGOMCLA
1249,丙,bǐng,third of 10 heavenly stems 十天干,piŋ,True,PVN,CAE,GHE,CLN,ISP
1250,病毒,bìng dú,virus,piŋtu,True,PVNTV,CAEBD,GHECF,CLNGD,ISPRK
1251,玻璃,bō li,glass,pwɔli,True,PRVRV,CDABA,GFACH,CDIJL,IQBJS
1252,博物馆,bó wù guǎn,museum,pwɔukwan,True,PRVVKRVN,CDADEDAC,GFAFEFDC,CDIDEDFK,IQBKEQGA
1253,脖子,bó zi,neck,pwɔtsɯ,True,PRVTTV,CDABBA,GFACIH,CDIGGB,IQBRFO
1254,不必,bù bì,need not,pupi,True,PVPV,CDCA,GFGH,CDCL,IKIS
1255,不断,bù duàn,unceasing,putwan,True,PVTRVN,CDBDAC,GFCFDC,CDGDFK,IKRQGA
1256,不见得,bù jiàn de,not necessarily,putɕjɛntɤ,True,PVTKRVNTV,CDBBAACBA,GFCBHACCD,CDGOLMKGI,IKRMCLARB
1257,不耐烦,bù nài fán,impatience,punaɪfan,True,PVNVVPVN,CDCAACAC,GFCDHGDC,CDKFBCFK,IKAGLNGA
1258,不要紧,bù yào jǐn,unimportant,pujɑʊtɕin,True,PVRVVTKVN,CDAADBBAC,GFHDHCBHC,CDLFBGOLK,IKCGORMSA
1259,补充,bǔ chōng,to replenish,puʈʂʰʊŋ,True,PVTTVN,CDBBFDE,GFIIKHE,CDGOPBN,IKRFUOP
1260,不安,bù ān,unpeaceful,puan,True,PVVN,CDAC,GFDC,CDFK,IKGA
1261,不得了,bù dé liǎo,desperately serious,putɤljɑʊ,True,PVTVRRVV,CDBABAAD,GFCDCHDH,CDGIJLFB,IKRBJCGO
1262,不好意思,bù hǎo yì si,to feel embarrassed,puxɑʊisɯ,True,PVKVVVTV,CDEADABA,GFEDHHIH,CDEFBLGB,IKEGOSFO
1263,不免,bù miǎn,inevitably,pumjɛn,True,PVMRVN,CDCAAC,GFGHAC,CDKLMK,IKICLA
1264,不然,bù rán,not so,puʐan,True,PVTVN,CDBAC,GFIDC,CDAFK,IKHGA
1265,不如,bù rú,not equal to,puʐu,True,PVTV,CDBD,GFIF,CDAD,IKHK
1266,不足,bù zú,insufficient,putsu,True,PVTTV,CDBBD,GFCIF,CDGGD,IKRFK
1267,布,bù,cloth,pu,True,PV,CD,GF,CD,IK
1268,步骤,bù zhòu,procedure,puʈʂoʊ,True,PVTTVV,CDBBDD,GFIIAH,CDGOIB,IKRFBO
1269,部门,bù mén,department,pumən,True,PVMVN,CDCAC,GFGAC,CDKBK,IKILA
1270,财产,cái chǎn,property,tsʰaɪʈʂʰan,True,TTVVTTVN,BBFAABBFAC,CIKDHIIKDC,GGPFBGOPFK,RFUGLRFUGA
1271,踩,cǎi,to step on,tsʰaɪ,True,TTVV,BBFAA,CIKDH,GGPFB,RFUGL
1272,采访,cǎi fǎng,to interview,tsʰaɪfɑŋ,True,TTVVPVN,BBFAACAE,CIKDHGDE,GGPFBCFN,RFUGLNGP
1273,采取,cǎi qǔ,to adopt or carry out (measures,tsʰaɪtɕʰy,True,TTVVTKV,BBFAABBFD,CIKDHCBKF,GGPFBGOPD,RFUGLRMUK
1274,彩虹,cǎi hóng,rainbow,tsʰaɪxʊŋ,True,TTVVKVN,BBFAAEDE,CIKDHEHE,GGPFBEBN,RFUGLEOP
1275,参考,cān kǎo,consultation,tsʰankʰɑʊ,True,TTVNKVV,BBFACEFAD,CIKDCEKDH,GGPFKEPFB,RFUGAEUGO
1276,参与,cān yù,to participate (in sth),tsʰany,True,TTVNV,BBFACD,CIKDCF,GGPFKD,RFUGAK
1277,餐厅,cān tīng,dining hall,tsʰantʰiŋ,True,TTVNTVN,BBFACBFAE,CIKDCCKHE,GGPFKGPLN,RFUGARUSP
1278,残疾,cán jí,disabled,tsʰantɕi,True,TTVNTKV,BBFACBBA,CIKDCCBH,GGPFKGOL,RFUGARMS
1279,惭愧,cán kuì,ashamed,tsʰankʰweɪ,True,TTVNKRVV,BBFACEFDAA,CIKDCEKFDH,GGPFKEPDMB,RFUGAEUQLL
1280,操场,cāo chǎng,playground,tsʰɑʊʈʂʰɑŋ,True,TTVVTTVN,BBFADBBFAE,CIKDHIIKDE,GGPFBGOPFN,RFUGORFUGP
1281,操心,cāo xīn,to worry about,tsʰɑʊɕin,True,TTVVKVN,BBFADBAC,CIKDHBHC,GGPFBOLK,RFUGOMSA
1282,册,cè,book,tsʰɤ,True,TTV,BBFA,CIKD,GGPI,RFUB
1283,测验,cè yàn,test,tsʰɤjɛn,True,TTVRVN,BBFAAAC,CIKDHAC,GGPILMK,RFUBCLA
1284,厕所,cè suǒ,toilet,tsʰɤswɔ,True,TTVTRV,BBFABDA,CIKDIFA,GGPIGDI,RFUBFQB
1285,曾经,céng jīng,once,tsʰɤŋtɕiŋ,True,TTVNTKVN,BBFAEBBAE,CIKDECBHE,GGPINGOLN,RFUBPRMSP
1286,插,chā,to insert,ʈʂʰa,True,TTV,BBFA,IIKD,GOPF,RFUG
1287,差别,chā bié,difference,ʈʂʰapjɛ,True,TTVPRV,BBFACAA,IIKDGHA,GOPFCLM,RFUGICL
1288,叉子,chā zi,fork,ʈʂʰatsɯ,True,TTVTTV,BBFABBA,IIKDCIH,GOPFGGB,RFUGRFO
1289,拆,chāi,to tear open,ʈʂʰaɪ,True,TTVV,BBFAA,IIKDH,GOPFB,RFUGL
1290,产品,chǎn pǐn,goods,ʈʂʰanpʰin,True,TTVNPVN,BBFACCFAC,IIKDCGKHC,GOPFKCPLK,RFUGAIUSA
1291,产生,chǎn shēng,to arise,ʈʂʰanʂɤŋ,True,TTVNTVN,BBFACBAE,IIKDCIDE,GOPFKOIN,RFUGAFBP
1292,长途,cháng tú,long distance,ʈʂʰɑŋtʰu,True,TTVNTV,BBFAEBFD,IIKDECKF,GOPFNGPD,RFUGPRUK
1293,常识,cháng shí,common sense,ʈʂʰɑŋʂɨ,True,TTVNTV,BBFAEBA,IIKDEIH,GOPFNOL,RFUGPFS
1294,抄,chāo,to make a copy,ʈʂʰɑʊ,True,TTVV,BBFAD,IIKDH,GOPFB,RFUGO
1295,朝,cháo,imperial or royal court,ʈʂʰɑʊ,True,TTVV,BBFAD,IIKDH,GOPFB,RFUGO
1296,朝代,cháo dài,dynasty,ʈʂʰɑʊtaɪ,True,TTVVTVV,BBFADBAA,IIKDHCDH,GOPFBGFB,RFUGORGL
1297,炒,chǎo,to sauté,ʈʂʰɑʊ,True,TTVV,BBFAD,IIKDH,GOPFB,RFUGO
1298,吵架,chǎo jià,to quarrel,ʈʂʰɑʊtɕja,True,TTVVTKRV,BBFADBBAA,IIKDHCBHD,GOPFBGOLF,RFUGORMCG
1299,车库,chē kù,garage,ʈʂʰɤkʰu,True,TTVKV,BBFAEFD,IIKDEKF,GOPIEPD,RFUBEUK
1300,车厢,chē xiāng,carriage,ʈʂʰɤɕjɑŋ,True,TTVKRVN,BBFABAAE,IIKDBHDE,GOPIOLFN,RFUBMCGP
1301,彻底,chè dǐ,thorough,ʈʂʰɤti,True,TTVTV,BBFABA,IIKDCH,GOPIGL,RFUBRS
1302,沉默,chén mò,taciturn,ʈʂʰənmwɔ,True,TTVNMRV,BBFACCDA,IIKACGFA,GOPBKKDI,RFULAIQB
1303,趁,chèn,to avail oneself of,ʈʂʰən,True,TTVN,BBFAC,IIKAC,GOPBK,RFULA
1304,称,chēng,to weigh,ʈʂʰɤŋ,True,TTVN,BBFAE,IIKDE,GOPIN,RFUBP
1305,称呼,chēng hu,to call,ʈʂʰɤŋxu,True,TTVNKV,BBFAEED,IIKDEEF,GOPINED,RFUBPEK
1306,称赞,chēng zàn,to praise,ʈʂʰɤŋtsan,True,TTVNTTVN,BBFAEBBAC,IIKDECIDC,GOPINGGFK,RFUBPRFGA
1307,乘,chéng,to ride,ʈʂʰɤŋ,True,TTVN,BBFAE,IIKDE,GOPIN,RFUBP
1308,承担,chéng dān,to undertake,ʈʂʰɤŋtan,True,TTVNTVN,BBFAEBAC,IIKDECDC,GOPINGFK,RFUBPRGA
1309,承认,chéng rèn,to admit,ʈʂʰɤŋʐən,True,TTVNTVN,BBFAEBAC,IIKDEIAC,GOPINABK,RFUBPHLA
1310,承受,chéng shòu,to bear,ʈʂʰɤŋʂoʊ,True,TTVNTVV,BBFAEBDD,IIKDEIAH,GOPINOIB,RFUBPFBO
1311,成分,chéng fèn,composition,ʈʂʰɤŋfən,True,TTVNPVN,BBFAECAC,IIKDEGAC,GOPINCBK,RFUBPNLA
1312,成果,chéng guǒ,result,ʈʂʰɤŋkwɔ,True,TTVNKRV,BBFAEEDA,IIKDEEFA,GOPINEDI,RFUBPEQB
1313,成就,chéng jiù,accomplishment,ʈʂʰɤŋtɕjoʊ,True,TTVNTKRVV,BBFAEBBADD,IIKDECBHAH,GOPINGOLIB,RFUBPRMCBO
1314,成立,chéng lì,to establish,ʈʂʰɤŋli,True,TTVNRV,BBFAEBA,IIKDECH,GOPINJL,RFUBPJS
1315,成语,chéng yǔ,Chinese set expression,ʈʂʰɤŋy,True,TTVNV,BBFAED,IIKDEF,GOPIND,RFUBPK
1316,成长,chéng zhǎng,to mature,ʈʂʰɤŋʈʂɑŋ,True,TTVNTTVN,BBFAEBBAE,IIKDEIIDE,GOPINGOFN,RFUBPRFGP
1317,程度,chéng dù,degree (level or extent),ʈʂʰɤŋtu,True,TTVNTV,BBFAEBD,IIKDECF,GOPINGD,RFUBPRK
1318,程序,chéng xù,procedures,ʈʂʰɤŋɕy,True,TTVNKV,BBFAEBD,IIKDEBF,GOPINOD,RFUBPMK
1319,诚恳,chéng kěn,sincere,ʈʂʰɤŋkʰən,True,TTVNKVN,BBFAEEFAC,IIKDEEKAC,GOPINEPBK,RFUBPEULA
1320,吃亏,chī kuī,to suffer losses,ʈʂʰɨkʰweɪ,True,TTVKRVV,BBFAEFDAA,IIKHEKFDH,GOPLEPDMB,RFUSEUQLL
1321,持续,chí xù,to continue,ʈʂʰɨɕy,True,TTVKV,BBFABD,IIKHBF,GOPLOD,RFUSMK
1322,池子,chí zi,pond,ʈʂʰɨtsɯ,True,TTVTTV,BBFABBA,IIKHCIH,GOPLGGB,RFUSRFO
1323,尺子,chǐ zi,rule,ʈʂʰɨtsɯ,True,TTVTTV,BBFABBA,IIKHCIH,GOPLGGB,RFUSRFO
1324,翅膀,chì bǎng,wing,ʈʂʰɨpɑŋ,True,TTVPVN,BBFACAE,IIKHGDE,GOPLCFN,RFUSIGP
1325,冲,chōng,thoroughfare,ʈʂʰʊŋ,True,TTVN,BBFDE,IIKHE,GOPBN,RFUOP
1326,充电器,chōng diàn qì,battery charger,ʈʂʰʊŋtjɛntɕʰi,True,TTVNTRVNTKV,BBFDEBAACBBFA,IIKHECHACCBKH,GOPBNGLMKGOPL,RFUOPRCLARMUS
1327,充分,chōng fèn,ample,ʈʂʰʊŋfən,True,TTVNPVN,BBFDECAC,IIKHEGAC,GOPBNCBK,RFUOPNLA
1328,充满,chōng mǎn,full of,ʈʂʰʊŋman,True,TTVNMVN,BBFDECAC,IIKHEGDC,GOPBNKFK,RFUOPIGA
1329,重复,chóng fù,to repeat,ʈʂʰʊŋfu,True,TTVNPV,BBFDECD,IIKHEGF,GOPBNCD,RFUOPNK
1330,宠物,chǒng wù,house pet,ʈʂʰʊŋu,True,TTVNV,BBFDED,IIKHEF,GOPBND,RFUOPK
1331,抽屉,chōu ti,drawer,ʈʂʰoʊtʰi,True,TTVVTV,BBFDDBFA,IIKAHCKH,GOPIBGPL,RFUBORUS
1332,抽象,chōu xiàng,abstract,ʈʂʰoʊɕjɑŋ,True,TTVVKRVN,BBFDDBAAE,IIKAHBHDE,GOPIBOLFN,RFUBOMCGP
1333,丑,chǒu,shameful,ʈʂʰoʊ,True,TTVV,BBFDD,IIKAH,GOPIB,RFUBO
1334,臭,chòu,stench,ʈʂʰoʊ,True,TTVV,BBFDD,IIKAH,GOPIB,RFUBO
1335,出版,chū bǎn,to publish,ʈʂʰupan,True,TTVPVN,BBFDCAC,IIKFGDC,GOPDCFK,RFUKIGA
1336,出口,chū kǒu,an exit,ʈʂʰukʰoʊ,True,TTVKVV,BBFDEFDD,IIKFEKAH,GOPDEPIB,RFUKEUBO
1337,出色,chū sè,remarkable,ʈʂʰusɤ,True,TTVTV,BBFDBA,IIKFID,GOPDGI,RFUKFB
1338,出席,chū xí,to attend,ʈʂʰuɕi,True,TTVKV,BBFDBA,IIKFBH,GOPDOL,RFUKMS
1339,初级,chū jí,junior,ʈʂʰutɕi,True,TTVTKV,BBFDBBA,IIKFCBH,GOPDGOL,RFUKRMS
1340,除,chú,to get rid of,ʈʂʰu,True,TTV,BBFD,IIKF,GOPD,RFUK
1341,除非,chú fēi,only if (...,ʈʂʰufeɪ,True,TTVPVV,BBFDCAA,IIKFGDH,GOPDCMB,RFUKNLL
1342,除夕,chú xī,(New Year's) Eve,ʈʂʰuɕi,True,TTVKV,BBFDBA,IIKFBH,GOPDOL,RFUKMS
1343,处理,chǔ lǐ,to handle,ʈʂʰuli,True,TTVRV,BBFDBA,IIKFCH,GOPDJL,RFUKJS
1344,传播,chuán bō,to disseminate,ʈʂʰwanpwɔ,True,TTRVNPRV,BBFDACCDA,IIKFDCGFA,GOPDFKCDI,RFUQGAIQB
1345,传递,chuán dì,to transmit,ʈʂʰwanti,True,TTRVNTV,BBFDACBA,IIKFDCCH,GOPDFKGL,RFUQGARS
1346,传染,chuán rǎn,to infect,ʈʂʰwanʐan,True,TTRVNTVN,BBFDACBAC,IIKFDCIDC,GOPDFKAFK,RFUQGAHGA
1347,传说,chuán shuō,legend,ʈʂʰwanʂwɔ,True,TTRVNTRV,BBFDACBDA,IIKFDCIFA,GOPDFKODI,RFUQGAFQB
1348,传统,chuán tǒng,tradition,ʈʂʰwantʰʊŋ,True,TTRVNTVN,BBFDACBFDE,IIKFDCCKHE,GOPDFKGPBN,RFUQGARUOP
1349,窗帘,chuāng lián,window curtains,ʈʂʰwɑŋljɛn,True,TTRVNRRVN,BBFDAEBAAC,IIKFDECHAC,GOPDFNJLMK,RFUQGPJCLA
1350,闯,chuǎng,to rush,ʈʂʰwɑŋ,True,TTRVN,BBFDAE,IIKFDE,GOPDFN,RFUQGP
1351,创造,chuàng zào,to create,ʈʂʰwɑŋtsɑʊ,True,TTRVNTTVV,BBFDAEBBAD,IIKFDECIDH,GOPDFNGGFB,RFUQGPRFGO
1352,吹,chuī,to blow,ʈʂʰweɪ,True,TTRVV,BBFDAA,IIKFDH,GOPDMB,RFUQLL
1353,磁带,cí dài,magnetic tape,tsʰɯtaɪ,True,TTVTVV,BBFABAA,CIKHCDH,GGPBGFB,RFUORGL
1354,辞职,cí zhí,to resign,tsʰɯʈʂɨ,True,TTVTTV,BBFABBA,CIKHIIH,GGPBGOL,RFUORFS
1355,此外,cǐ wài,besides,tsʰɯwaɪ,True,TTVRVV,BBFADAA,CIKHFDH,GGPBDFB,RFUOQGL
1356,刺激,cì jī,to provoke,tsʰɯtɕi,True,TTVTKV,BBFABBA,CIKHCBH,GGPBGOL,RFUORMS
1357,次要,cì yào,secondary,tsʰɯjɑʊ,True,TTVRVV,BBFAAAD,CIKHHDH,GGPBLFB,RFUOCGO
1358,匆忙,cōng máng,hasty,tsʰʊŋmɑŋ,True,TTVNMVN,BBFDECAE,CIKHEGDE,GGPBNKFN,RFUOPIGP
1359,从此,cóng cǐ,from now on,tsʰʊŋtsʰɯ,True,TTVNTTV,BBFDEBBFA,CIKHECIKH,GGPBNGGPB,RFUOPRFUO
1360,从而,cóng ér,thus,tsʰʊŋɑɻ,True,TTVNVR,BBFDEAA,CIKHEDI,GGPBNFJ,RFUOPGC
1361,从前,cóng qián,previously,tsʰʊŋtɕʰjɛn,True,TTVNTKRVN,BBFDEBBFAAC,CIKHECBKHAC,GGPBNGOPLMK,RFUOPRMUCLA
1362,从事,cóng shì,to go for,tsʰʊŋʂɨ,True,TTVNTV,BBFDEBA,CIKHEIH,GGPBNOL,RFUOPFS
1363,醋,cù,vinegar,tsʰu,True,TTV,BBFD,CIKF,GGPD,RFUK
1364,促进,cù jìn,to promote (an idea or cause),tsʰutɕin,True,TTVTKVN,BBFDBBAC,CIKFCBHC,GGPDGOLK,RFUKRMSA
1365,促使,cù shǐ,to induce,tsʰuʂɨ,True,TTVTV,BBFDBA,CIKFIH,GGPDOL,RFUKFS
1366,催,cuī,to urge,tsʰweɪ,True,TTRVV,BBFDAA,CIKFDH,GGPDMB,RFUQLL
1367,存,cún,to exist,tsʰwən,True,TTRVN,BBFDAC,CIKFAC,GGPDBK,RFUQLA
1368,存在,cún zài,to exist,tsʰwəntsaɪ,True,TTRVNTTVV,BBFDACBBAA,CIKFACCIDH,GGPDBKGGFB,RFUQLARFGL
1369,错误,cuò wù,error,tsʰwɔu,True,TTRVV,BBFDAD,CIKFAF,GGPDID,RFUQBK
1370,措施,cuò shī,measure,tsʰwɔʂɨ,True,TTRVTV,BBFDABA,CIKFAIH,GGPDIOL,RFUQBFS
1371,答应,dā ying,to promise,taiŋ,True,TVVN,BAAE,CDHE,GFLN,RGSP
1372,达到,dá dào,to reach,tatɑʊ,True,TVTVV,BABAD,CDCDH,GFGFB,RGRGO
1373,打工,dǎ gōng,to work a temporary or casual job,takʊŋ,True,TVKVN,BAEDE,CDEHE,GFEBN,RGEOP
1374,打交道,dǎ jiāo dào,to come into contact with,tatɕjɑʊtɑʊ,True,TVTKRVVTVV,BABBAADBAD,CDCBHDHCDH,GFGOLFBGFB,RGRMCGORGO
1375,打喷嚏,dǎ pēn tì,to sneeze,tapʰəntʰi,True,TVPVNTV,BACFACBFA,CDGKACCKH,GFCPBKGPL,RGIULARUS
1376,打听,dǎ ting,to ask about,tatʰiŋ,True,TVTVN,BABFAE,CDCKHE,GFGPLN,RGRUSP
1377,打招呼,dǎ zhāo hu,to greet sb by word or action,taʈʂɑʊxu,True,TVTTVVKV,BABBADED,CDIIDHEF,GFGOFBED,RGRFGOEK
1378,大方,dà fang,generous,tafɑŋ,True,TVPVN,BACAE,CDGDE,GFCFN,RGNGP
1379,大象,dà xiàng,elephant,taɕjɑŋ,True,TVKRVN,BABAAE,CDBHDE,GFOLFN,RGMCGP
1380,大型,dà xíng,large,taɕiŋ,True,TVKVN,BABAE,CDBHE,GFOLN,RGMSP
1381,呆,dāi,foolish,taɪ,True,TVV,BAA,CDH,GFB,RGL
1382,贷款,dài kuǎn,a loan,taɪkʰwan,True,TVVKRVN,BAAEFDAC,CDHEKFDC,GFBEPDFK,RGLEUQGA
1383,待遇,dài yù,treatment,taɪy,True,TVVV,BAAD,CDHF,GFBD,RGLK
1384,担任,dān rèn,to hold a governmental office or post,tanʐən,True,TVNTVN,BACBAC,CDCIAC,GFKABK,RGAHLA
1385,单纯,dān chún,simple,tanʈʂʰwən,True,TVNTTRVN,BACBBFDAC,CDCIIKFAC,GFKGOPDBK,RGARFUQLA
1386,单调,dān diào,monotonous,tantjɑʊ,True,TVNTRVV,BACBAAD,CDCCHDH,GFKGLFB,RGARCGO
1387,单独,dān dú,alone,tantu,True,TVNTV,BACBD,CDCCF,GFKGD,RGARK
1388,单位,dān wèi,a unit,tanweɪ,True,TVNRVV,BACDAA,CDCFDH,GFKDMB,RGAQLL
1389,单元,dān yuán,unit,tanɥœn,True,TVNRVN,BACDAC,CDCFAC,GFKDMK,RGAQLA
1390,耽误,dān wu,to delay,tanu,True,TVNV,BACD,CDCF,GFKD,RGAK
1391,胆小鬼,dǎn xiǎo guǐ,coward,tanɕjɑʊkweɪ,True,TVNKRVVKRVV,BACBAADEDAA,CDCBHDHEFDH,GFKOLFBEDMB,RGAMCGOEQLL
1392,淡,dàn,insipid,tan,True,TVN,BAC,CDC,GFK,RGA
1393,当代,dāng dài,the present age,tɑŋtaɪ,True,TVNTVV,BAEBAA,CDECDH,GFNGFB,RGPRGL
1394,挡,dǎng,to resist,tɑŋ,True,TVN,BAE,CDE,GFN,RGP
1395,岛,dǎo,island,tɑʊ,True,TVV,BAD,CDH,GFB,RGO
1396,倒霉,dǎo méi,to have bad luck,tɑʊmeɪ,True,TVVMVV,BADCAA,CDHGDH,GFBKMB,RGOILL
1397,导演,dǎo yǎn,to direct,tɑʊjɛn,True,TVVRVN,BADAAC,CDHHAC,GFBLMK,RGOCLA
1398,导致,dǎo zhì,to lead to,tɑʊʈʂɨ,True,TVVTTV,BADBBA,CDHIIH,GFBGOL,RGORFS
1399,倒,dào,to place upside down,tɑʊ,True,TVV,BAD,CDH,GFB,RGO
1400,到达,dào dá,to reach,tɑʊta,True,TVVTV,BADBA,CDHCD,GFBGF,RGORG
1401,道德,dào dé,virtue,tɑʊtɤ,True,TVVTV,BADBA,CDHCD,GFBGI,RGORB
